SaleID,price
200000,1241.8323364257812
200001,1955.853515625
200002,8823.517944335938
200003,1189.9006042480469
200004,1990.6664733886719
200005,1125.2359466552734
200006,439.630126953125
200007,3283.0130615234375
200008,12527.065673828125
200009,604.5405502319336
200010,645.9401245117188
200011,2660.5994873046875
200012,5550.4986572265625
200013,7057.1497802734375
200014,1337.0025482177734
200015,256.50550079345703
200016,1757.8343811035156
200017,8399.046508789062
200018,6867.8994140625
200019,769.5039672851562
200020,24777.98095703125
200021,7669.2940673828125
200022,1911.6973266601562
200023,1548.0945129394531
200024,805.8041839599609
200025,7357.71044921875
200026,641.3727569580078
200027,12305.530517578125
200028,4016.2267456054688
200029,7774.1610107421875
200030,17756.278564453125
200031,12767.37158203125
200032,605.0855026245117
200033,14927.78662109375
200034,856.4138488769531
200035,1999.5442199707031
200036,14125.011962890625
200037,5729.88134765625
200038,1592.2334289550781
200039,341.615234375
200040,604.7637939453125
200041,30119.81591796875
200042,444.4429702758789
200043,7231.2095947265625
200044,18672.867431640625
200045,509.04859924316406
200046,15714.705322265625
200047,17754.60888671875
200048,2259.1959533691406
200049,3106.8026733398438
200050,468.29903411865234
200051,4410.00390625
200052,2760.11376953125
200053,502.9561080932617
200054,12701.670166015625
200055,10364.3837890625
200056,4894.041687011719
200057,3370.1798706054688
200058,926.4262847900391
200059,5216.39697265625
200060,8503.711181640625
200061,1125.6774444580078
200062,5671.907958984375
200063,8180.2730712890625
200064,1300.9859008789062
200065,1674.8328552246094
200066,486.5841369628906
200067,9933.834106445312
200068,194.02195739746094
200069,16997.718994140625
200070,9318.557373046875
200071,341.91168212890625
200072,6630.024658203125
200073,19663.490234375
200074,4715.7652587890625
200075,13686.699951171875
200076,3023.5244750976562
200077,297.08028411865234
200078,357.02276611328125
200079,3015.4915771484375
200080,3076.5533447265625
200081,2107.3607482910156
200082,4008.4384765625
200083,420.4649200439453
200084,1199.3861541748047
200085,1320.0069580078125
200086,7029.5775146484375
200087,3401.8075561523438
200088,2678.2864379882812
200089,41636.533203125
200090,2522.5401916503906
200091,207.34276962280273
200092,1499.7925109863281
200093,16106.421875
200094,6496.594970703125
200095,5975.32666015625
200096,2465.9703369140625
200097,1193.4122772216797
200098,444.70137786865234
200099,23230.49169921875
200100,21269.16455078125
200101,7252.6837158203125
200102,1769.9519348144531
200103,10950.817626953125
200104,5479.3240966796875
200105,4499.09326171875
200106,8183.2408447265625
200107,2305.748809814453
200108,14514.210205078125
200109,7648.9268798828125
200110,652.2727432250977
200111,1931.8927001953125
200112,1796.0037536621094
200113,637.3439178466797
200114,2353.0081787109375
200115,1192.6790161132812
200116,14151.27099609375
200117,16272.95068359375
200118,67371.4619140625
