SaleID,price
200000,1275.2886142504544
200001,1975.923191454197
200002,8315.447687573258
200003,1198.9274195203302
200004,1997.356634425816
200005,1109.6430965268064
200006,454.6417403090879
200007,3153.600702950333
200008,13144.261994146762
200009,597.4798357086635
200010,655.5741334006811
200011,2514.1894074041793
200012,5879.93135827085
200013,7356.543022992652
200014,1594.7186381875144
200015,248.02171877856188
200016,1731.7126991640057
200017,8287.033749655768
200018,6783.9525700015065
200019,791.635717155803
200020,24384.979421811466
200021,7700.210801307848
200022,1988.5925079068916
200023,1556.1512485835485
200024,831.2413346005366
200025,7860.730993282223
200026,579.193662506298
200027,12340.288206239142
200028,3972.678060130059
200029,7937.394927966882
200030,18533.180149628897
200031,13205.60005604722
200032,608.7773112832363
200033,14814.409239113162
200034,715.0747248348976
200035,2029.1179911596573
200036,14094.685103821766
200037,5838.136802688799
200038,1575.6490875789184
200039,355.8800728563237
200040,600.2869071990405
200041,28137.638348284025
200042,451.053299799681
200043,7750.741598257889
200044,18544.965025691854
200045,503.41773612261727
200046,16083.803150272344
200047,17547.682652416468
200048,2183.545342272015
200049,3166.3238560577915
200050,439.69996161134935
200051,4387.251341496365
200052,2782.8950923572143
200053,498.8043318981374
200054,13349.827054157864
200055,11217.32565193972
200056,5436.231667022474
200057,3319.904468418502
200058,966.7050289152626
200059,5156.2065649051765
200060,8534.3548058923
200061,1113.9733181978881
200062,5583.969888549018
200063,8171.918542924235
200064,1292.0605338410835
200065,1680.1437732488646
200066,514.7399515365614
200067,10036.853838973868
200068,193.20503384435662
200069,17309.480469957925
200070,9417.836989955631
200071,327.28772420652706
200072,6745.137563849219
200073,18480.1449480606
200074,4284.9675268493265
200075,13829.043246157908
200076,3051.2307523512654
200077,364.98268202462856
200078,359.16307636947414
200079,3022.1553517319617
200080,3050.0874350260897
200081,2108.9830334468675
200082,4256.450864384532
200083,401.957667734848
200084,1198.123753952505
200085,1543.6575105351144
200086,6986.953602735583
200087,3357.4077524268205
200088,2897.150787497647
200089,41398.75003983553
200090,2461.392944462235
200091,198.96911243762742
200092,1442.729439570916
200093,16844.86003195988
200094,6548.142553371485
200095,5950.480964545733
200096,2613.9678668270244
200097,1197.3981792622185
200098,452.5197563436162
200099,23310.70198329871
200100,21144.558927620936
200101,7322.223069729534
200102,1809.317325120364
200103,11029.612679907244
200104,5518.546980947999
200105,4385.839241183813
200106,8215.711815636512
200107,2265.3202655932114
200108,14685.699848240301
200109,7869.496554024733
200110,652.0514724034292
200111,1976.9968891314033
200112,1808.9184600906701
200113,691.7251815086346
200114,2261.525036617402
200115,1204.193340304071
200116,14069.803474987406
200117,16323.53133015488
200118,53787.11076739683
200119,202.39487655971865
200120,3124.7688691779294
200121,2490.554875977277
200122,689.3090111475207
200123,2502.434549077873
200124,60378.79450732131
200125,614.9845264421552
200126,2947.161352711204
200127,15643.674991574555
200128,1636.0802017203634
200129,5912.452735983241
200130,3883.4649866597297
200131,2849.3335557009964
200132,1532.615534922914
200133,3000.498671387516
200134,1391.000973027753
200135,2829.678060510773
200136,3958.3689666814907
200137,747.6786192245772
200138,9832.78169366825
200139,6371.878548720396
200140,2784.6637460639545
200141,1506.9832493790398
200142,6347.8203139668885
200143,6556.492936450219
200144,1334.416475829747
200145,6399.02250828446
200146,2657.3115906553207
200147,4453.595155508343
200148,2768.8724976488634
200149,221.7578801933385
200150,10988.423219678356
200151,5036.17578013415
200152,648.3405782114266
200153,497.27352648597434
200154,7115.374183572832
200155,2248.312637963091
200156,16452.521077395355
200157,8182.3852553507695
200158,10001.36830634763
200159,1541.254185404214
200160,6717.691784274506
200161,7522.783620940399
200162,6654.801273532261
200163,876.5156055185207
200164,16510.086798839046
200165,15110.271107665762
200166,23280.136081233948
200167,3899.0645659598736
200168,34763.3874597346
200169,686.3533714490949
200170,2631.8837058918134
200171,8820.952838668718
200172,1925.5200187991222
200173,34865.755043342244
200174,754.5334881384854
200175,2452.6168673645816
200176,8135.6870345762645
200177,5994.128619708147
200178,5259.7821766111665
200179,3429.089107157508
200180,899.0903028969727
200181,18616.636072557765
200182,4120.034139528503
200183,1443.5750516580647
200184,2312.7207087746237
200185,4241.7243730535165
200186,3548.4288062432915
200187,5495.98181840427
200188,11333.17540172503
200189,11358.259247234146
200190,3189.941198808184
200191,3003.2763036477145
200192,1094.0432832909432
200193,4857.178565077176
200194,7713.334189444115
200195,2309.5050768964775
200196,646.0479420689187
200197,21591.023905791266
200198,1198.64185523677
200199,4547.978432984774
200200,511.8239816425351
200201,7690.124203004836
200202,2054.8568614039436
200203,1591.7741154631904
200204,8185.556619751747
200205,5231.971577145874
200206,900.8995552295157
200207,5261.610316334355
200208,5889.561771538131
200209,1670.1733032254322
200210,14061.771743625233
200211,5788.653032347875
200212,7388.6952098189595
200213,9020.95859095801
200214,19420.78651871135
200215,7304.953002162346
200216,3281.9275268381875
200217,1235.8834194795947
200218,10196.403273964734
200219,1255.3658860612748
200220,2713.8434438595987
200221,8211.1575621172
200222,2209.035521963172
200223,681.3497141128296
200224,12077.121333109993
200225,3344.4355885346545
200226,1183.3341442414248
200227,8981.187732884962
200228,219.63888569404367
200229,7503.173385316808
200230,9610.50376814522
200231,5103.998709429908
200232,964.105876497258
200233,7879.954408905886
200234,394.37489871846117
200235,8580.472230798947
200236,14307.926865534371
200237,4959.086796657809
200238,7024.986100472097
200239,8910.061024357297
200240,25214.082148483183
200241,10413.676767320432
200242,3869.520830633171
200243,3005.0363978463915
200244,6583.4035571060795
200245,3955.3725545784982
200246,4268.029309985576
200247,1072.613821342417
200248,247.6976080920156
200249,9682.058216914638
200250,31063.69748817048
200251,10006.390894389919
200252,785.2719260806033
200253,9368.471790395986
200254,10722.037431883477
200255,7462.019196333212
200256,2957.0708103616807
200257,9163.202825728536
200258,3390.095637032216
200259,8012.251431828414
200260,1457.7785435609185
200261,3916.2537340821514
200262,2656.988089457165
200263,9083.578370373862
200264,6959.507365683313
200265,6172.024303411859
200266,1230.9687537127063
200267,14716.153971368389
200268,6950.921091576368
200269,3835.6928875964204
200270,9164.619429891563
200271,2903.5742038962435
200272,3002.657309809613
200273,17730.234718245432
200274,492.2920394305196
200275,13707.67805379583
200276,2182.7428768451155
200277,2943.2830706207956
200278,1674.003542272154
200279,8555.427316076115
200280,3071.1987438230517
200281,820.8261600534228
200282,12677.598402794592
200283,6281.91178682787
200284,401.83748040188107
200285,5456.4985872932975
200286,3634.7805862823384
200287,11979.906894060827
200288,11976.649499702216
200289,3170.5841136290983
200290,6792.934016662581
200291,8811.693409669348
200292,1830.4038462800793
200293,9611.98033035949
200294,6258.003675111642
200295,2165.318502924915
200296,2954.050130774673
200297,7318.196149105202
200298,1397.8708895220811
200299,4999.654439323721
200300,5453.617050796045
200301,5364.651968560784
200302,1506.6090739900174
200303,5875.215707752412
200304,2878.138084989271
200305,4223.0411911296
200306,1584.64966793546
200307,15494.281931762082
200308,1429.9960795003674
200309,1050.1062902349288
200310,1100.1195814679375
200311,1259.8387520765323
200312,11315.711852072935
200313,1702.81905402292
200314,4214.597090605847
200315,764.0005278700809
200316,41030.774010260495
200317,2407.958970368317
200318,399.52373061479346
200319,10384.292062787059
200320,3004.7460955256156
200321,28515.74900658633
200322,15783.12178661895
200323,1365.3183860605186
200324,24524.538480361032
200325,5792.281473830888
200326,2378.9330410227517
200327,27978.429906851637
200328,465.58496080635734
200329,7769.606194918961
200330,1915.6076595152654
200331,1515.1778434658572
200332,12041.458157663154
200333,1204.2286635743953
200334,559.9344173442137
200335,1515.3776934007149
200336,1403.1675925438403
200337,1024.3771570532208
200338,2002.7726173626256
200339,13853.543793194984
200340,28229.03571219093
200341,2411.1529841548327
200342,6338.049129547084
